Image Name,Average right eye R,Average right eye G,Average right eye B,Blood Sample ID
1709617535926.jpg,77.08299923,103.9555883,100.8235312,202403051
1709617820897.jpg,94.07129765,113.9664869,116.4373026,
1709619099298.jpg,70.62318611,91.01926327,95.25119114,202403056
1709619693768.jpg,114.7399969,109.3298092,104.6209688,
1709620211285.jpg,67.86513805,89.65969658,96.27380085,202403059
1709620679233.jpg,61.01492405,95.72081757,108.1794786,2024030510
1709621120889.jpg,73.90973759,92.96031761,87.79468536,
1709621554117.jpg,84.44289207,85.7964077,93.43723392,2024030512
1709621676113.jpg,83.58151531,72.01981926,77.65994644,2024030513
1709622658692.jpg,65.20799923,98.6748867,100.9257183,2024030515
1709622716624.jpg,69.80713558,120.9377222,148.9525023,2024030514
1709623274143.jpg,64.8839674,85.17248726,102.3854723,2024030516
1709623815781.jpg,63.96057224,89.17450333,107.3623381,2024030517
1709624359612.jpg,74.94961929,90.78491783,109.2984409,2024030519
1709624370509.jpg,66.83453465,71.61673355,75.90352726,2024030518
1709625328278.jpg,50.68874741,79.98669243,106.8359175,2024030520
1709625865851.jpg,53.55393028,81.91078091,92.44695473,2024030521
1709625961192.jpg,66.23879147,98.55498886,111.5943565,2024030522
1709626468942.jpg,59.75613976,79.94365597,76.13016605,2024030523
1709626994943.jpg,46.95722103,111.4188366,120.4295034,2024030524
1709627450249.jpg,38.05163956,78.65662193,97.05234909,2024030525
1709628044772.jpg,48.67670631,83.38488865,111.1694221,2024030526
1709628233934.jpg,66.6508913,129.5284929,156.5584526,2024030528
1709628592592.jpg,73.97202682,87.11118889,99.10361958,2024030529
1709629327570.jpg,53.68212414,75.68127918,93.47409248,
1709629871206.jpg,63.89784813,86.09236813,93.68830395,2024030532
1709630244032.jpg,77.63242435,109.0358686,136.9237614,2024030533
1709630990012.jpg,83.64339733,98.44073963,105.2636633,2024030535
1709631066891.jpg,56.32903194,79.16066074,98.75041866,2024030534
1709634432499.jpg,68.73402786,91.63863659,121.7381487,2024030536
1709634965112.jpg,62.11299896,94.21892452,113.8277531,2024030537
1709635126408.jpg,59.62439537,89.58133793,110.7068233,2024030538
1709635600380.jpg,75.40330601,106.8286924,119.8426838,2024030539
1709635848360.jpg,85.27860737,113.3219881,123.4195242,2024030540
1709636271654.jpg,89.56671047,96.08440113,98.97247028,
1709636706112.jpg,88.71076393,122.3541784,134.3345156,
1709636756336.jpg,117.8135509,123.5169792,128.2349672,
1709637117367.jpg,73.40462875,103.6542788,115.9172401,2024030544
1709637878539.jpg,96.60242176,120.9899139,128.8185072,2024030547
1709638141775.jpg,63.571908,104.7957344,118.4437304,2024030545
1709638409872.jpg,99.91548252,108.2327957,121.0498037,2024030548
1709638805843.jpg,109.240797,119.5658379,112.6532192,2024030549
1709638886747.jpg,59.68083,76.58447266,97.72468472,
1709639815290.jpg,100.107584,97.54846573,90.71798325,2024030550
1709640076577.jpg,54.44525528,77.35968113,104.5723667,2024030551
1709640196317.jpg,69.59561348,88.55069923,98.27850819,2024030552
1709640905820.jpg,91.60949135,99.04373074,119.1072617,2024030554
1709641430537.jpg,100.9448442,116.3030128,125.3405094,202403054
1709642091564.jpg,48.86211777,58.19291496,63.35439301,2024030557
1709642528827.jpg,90.44102478,103.0462265,124.9674921,2024030559
1709642795513.jpg,71.02055836,86.40242672,102.6181536,
1709642961563.jpg,55.18819714,62.77211094,97.62238216,2024030560
1709643438802.jpg,89.46407127,104.4869337,122.5501041,
1709643858123.jpg,104.1600275,126.94909,130.3946705,2024030565
1709643947587.jpg,72.0807476,95.29853821,118.0786695,2024030564
1709644093383.jpg,67.07449818,78.42240524,80.27750587,2024030566
1709644414799.jpg,81.8755188,106.8495941,111.3813496,2024030567
1709700947071.jpg,60.31745052,103.9715195,108.8808889,202403061
1709701162317.jpg,68.64368153,94.96979713,91.28118229,202403062
1709701610193.jpg,58.65133762,93.03392792,96.50736141,202403063
1709702115917.jpg,60.29438114,79.90715694,93.10908031,202403064
1709702501917.jpg,73.59168053,93.73302555,82.30376625,
1709702561106.jpg,113.6375418,116.2742119,134.7334623,202403065
1709702634691.jpg,64.04298019,91.69256115,103.8491392,202403067
1709703000819.jpg,46.89370346,76.87720585,83.15691853,202403068
1709703456324.jpg,71.3829422,83.87255669,90.05417252,2024030611
1709703615151.jpg,75.92693424,91.48938656,80.08930779,202403069
1709703830725.jpg,72.92685604,92.83234024,90.58925533,
1709703877311.jpg,58.49948788,88.00061798,85.40244389,
1709704196319.jpg,80.90586185,96.59239674,93.24843025,2024030613
1709704533421.jpg,71.30439854,91.99114323,94.36572361,2024030615
1709704888553.jpg,77.52580833,94.8896637,87.03316402,2024030614
1709705085417.jpg,66.4888773,90.69800186,98.00775814,2024030616
1709705140824.jpg,67.74849796,77.80457115,84.40903282,
1709705302432.jpg,61.91082287,100.1754484,98.93818951,
1709706539218.jpg,63.08000469,93.87498093,102.6910162,2024030619
1709707401535.jpg,97.04138374,118.7646046,119.5110111,
1709707746911.jpg,64.59984684,96.00862312,92.70769787,2024030623
1709708026504.jpg,82.53108025,93.27257442,97.76252937,2024030624
1709708252343.jpg,49.18194962,78.83165646,93.34140015,
1709708410748.jpg,75.11838055,86.62566757,95.67182636,2024030627
1709708785150.jpg,64.18884468,92.12274837,83.48975563,2024030626
1709709149042.jpg,74.01284027,99.92451477,103.0909958,2024030629
1709709337755.jpg,89.2251482,90.10715294,96.05849838,2024030630
1709709479991.jpg,83.86755562,110.8319674,114.4129295,2024030628
1709709858084.jpg,61.50750256,109.6466475,109.5085325,
1709710054542.jpg,59.90800476,94.73790836,97.32504082,2024030631
1709710154673.jpg,82.97910023,96.07622147,97.50765705,
1709710691509.jpg,82.97477722,99.78118324,97.47988415,2024030636
1709711188849.jpg,74.24999809,97.68140221,111.6795645,2024030638
1709711387527.jpg,64.32274723,82.66470146,90.98545742,2024030634
1709711446701.jpg,82.66395283,101.2622538,94.77810287,2024030637
1709711541713.jpg,106.4302254,97.3366251,84.92420387,
1709712251289.jpg,68.23396683,90.21834183,93.08554268,
1709712298317.jpg,70.41135502,85.51183224,84.73243141,2024030639
1709712811092.jpg,82.02115345,109.4998255,112.493824,2024030641
1709712892386.jpg,63.56735039,82.04651451,84.33044529,
1709713065302.jpg,66.98872089,92.72249413,97.75837898,2024030644
1709713269796.jpg,94.34366894,109.5008402,104.2082529,2024030645
1709713814978.jpg,80.31557846,108.0093498,112.2041197,2024030647
1709713978082.jpg,79.01399994,108.0463486,116.6547737,2024030649
1709714220100.jpg,78.45074368,94.31448364,94.29012966,2024030648
1709714302199.jpg,81.35992336,95.12114334,85.27247143,2024030650
1709714812651.jpg,82.38897896,104.0930805,102.0675735,2024030651
1709715113084.jpg,51.69137096,70.96134758,70.72667122,
1709715218840.jpg,71.74472809,89.66796398,94.60738659,
1709715348372.jpg,89.33076954,97.27470398,122.2067404,
1709715600961.jpg,116.3537798,127.3315744,117.9474621,2024030655
1709716027135.jpg,68.63406277,92.989645,123.4332571,2024030656
1709720265853.jpg,70.89210129,84.76552677,74.20009327,2024030657
1709720442244.jpg,70.94063377,103.0364609,117.9027147,2024030658
1709720478579.jpg,60.87865543,74.01857662,84.80869484,2024030652
1709720824850.jpg,48.58255482,63.70793247,71.38082695,2024030659
1709721379244.jpg,96.05261612,110.2896347,107.5981684,2024030661
1709721581393.jpg,93.96509266,110.0230865,104.8353071,
1709721804825.jpg,82.03342342,99.43400383,99.68954468,
1709721828965.jpg,86.87036705,106.1041203,143.3165255,2024030662
1709722219972.jpg,56.83645344,86.15171909,107.5896692,2024030668
1709722421057.jpg,63.78292179,98.34275341,107.8141279,
1709722895567.jpg,53.31588936,74.79299259,75.78446579,2024030670
1709723371898.jpg,60.14815807,70.31151962,98.42176151,
1709723576612.jpg,79.74792862,96.6337204,82.36208153,2024030669
1709723882845.jpg,55.7685585,93.02221775,103.7020273,2024030672
1709724119743.jpg,86.14448929,112.64678,124.0919991,2024030673
1709724651089.jpg,47.92663193,67.28565407,70.88184929,2024030674
1709725008002.jpg,61.12913322,63.69628906,77.82037258,2024030675
1709725229092.jpg,58.65964127,81.57653522,84.85166836,2024030676
1709725707868.jpg,72.1429882,91.65464211,96.67233181,2024030678
1709726045038.jpg,61.09039879,93.64829445,97.92951107,2024030680
1709726198348.jpg,85.34792805,96.57597733,102.9129677,2024030677
1709726453747.jpg,57.33411217,92.0693512,96.29235744,2024030679
1709726560661.jpg,56.98294544,85.66958904,115.4418154,2024030681
1709726827264.jpg,63.28355503,69.94580364,67.98973656,2024030682
1709788735537.jpg,84.62434387,97.81614876,125.7056465,202403071
1709789006389.jpg,85.83482933,95.20477295,105.0562563,202403073
1709789213178.jpg,67.17188454,86.01014233,91.22724438,202403074
1709789624540.jpg,87.81615734,102.3167381,105.3461714,202403076
1709789695704.jpg,52.32272053,71.98561001,81.28420925,202403077
1709789709652.jpg,92.31551552,121.4323606,141.3913622,202403075
1709790201408.jpg,74.66768456,87.73415089,94.30357742,
1709790462425.jpg,60.30517673,74.49467182,61.31838608,202403078
1709790525587.jpg,83.34281826,97.28099918,116.4183683,2024030710
1709790736796.jpg,84.99793911,104.8292999,117.4664412,2024030711
1709790862895.jpg,67.1133213,86.71123886,106.9024143,2024030716
1709791047919.jpg,65.60103798,95.58978367,114.3033676,
1709791294808.jpg,61.88216972,91.21049595,90.90760899,2024030713
1709791632797.jpg,91.57223988,105.9530516,115.6224375,
1709791786143.jpg,106.378212,111.6237202,128.5361929,2024030714
1709791911165.jpg,67.99500847,85.67109776,113.5938063,
1709792190046.jpg,68.17426968,86.67538071,107.8289299,2024030719
1709792388134.jpg,73.9466362,97.5771904,104.8007317,2024030718
1709792941136.jpg,57.40322018,72.94996929,70.02959442,2024030721
1709793022329.jpg,89.63961506,122.6085777,126.0463705,2024030720
1709793277416.jpg,72.16732693,94.28470516,88.21202374,2024030722
1709793361438.jpg,103.3066912,126.8806705,120.2466869,2024030724
1709793637074.jpg,96.25952816,105.4194622,109.2258205,2024030723
1709793914814.jpg,74.21962261,99.0783844,116.505806,
1709794320360.jpg,55.41591072,88.18832874,90.69867325,2024030726
1709794545886.jpg,78.98931885,90.63046741,111.9274101,2024030728
1709794593032.jpg,66.21827412,95.95320797,94.69404125,2024030727
1709794712558.jpg,75.99531841,74.96738243,71.10613632,2024030729
1709795114646.jpg,63.8332634,78.8013134,68.41522694,2024030731
1709795269611.jpg,68.65241146,88.63399601,97.69821548,2024030730
1709795499897.jpg,67.82899189,96.26332664,98.70308685,2024030733
1709795546446.jpg,70.03357124,92.38402843,99.82078934,2024030734
1709795787532.jpg,69.04981232,83.3747797,91.48313236,2024030735
1709796166188.jpg,92.81333637,115.5760727,120.2312975,
1709796490143.jpg,95.74725723,96.52097034,88.49401569,
1709796779729.jpg,49.03361034,52.9822979,50.04896164,2024030737
1709796787336.jpg,81.52666473,96.45925999,113.5163002,2024030739
1709797057596.jpg,72.75388145,99.91209984,105.8033199,2024030740
1709797405840.jpg,71.12523651,110.1608324,105.7499628,2024030741
1709797778478.jpg,85.45585442,108.6039248,116.2282276,
1709797800103.jpg,68.38117695,82.81088829,82.55474186,2024030742
1709797980079.jpg,101.739747,114.710885,113.9340172,2024030744
1709798523461.jpg,69.67210579,95.66417027,114.349184,2024030745
1709798753554.jpg,68.83412266,94.31018639,111.2977304,2024030748
1709798934883.jpg,78.16249466,94.5960989,102.0778179,2024030747
1709799046689.jpg,62.72605705,88.17650986,98.55827999,2024030746
1709799145081.jpg,61.262146,94.29188919,107.0434713,2024030749
1709799593472.jpg,75.81437111,92.41856861,109.4524736,2024030751
1709799806323.jpg,61.73991394,76.86840534,78.90728092,
1709799954303.jpg,56.23546982,58.66183376,97.25649738,2024030752
1709800034103.jpg,67.18377972,99.10252857,113.1164999,2024030750
1709800098361.jpg,79.46622467,95.33113098,107.8270826,2024030754
1709800444322.jpg,65.06381702,89.29271412,111.3031702,2024030755
1709800796962.jpg,61.98170948,85.71540833,80.88201237,2024030758
1709800808680.jpg,89.9065237,108.5516233,113.6609678,2024030756
1709801140451.jpg,66.36574936,85.10099888,113.9380741,2024030759
1709801185424.jpg,67.7250576,90.97989082,97.59341717,2024030757
1709801502740.jpg,60.90558052,86.34425545,98.60099983,2024030760
1709801735426.jpg,57.57065105,78.52866173,64.78079033,2024030762
1709801757723.jpg,71.44289303,97.23307133,90.43028927,2024030761
1709806209720.jpg,66.28770924,91.15152359,99.7714386,
1709806315398.jpg,97.51246929,115.3478565,117.2594223,
1709806972153.jpg,91.84339523,111.2019081,112.3319979,2024030765
1709806981383.jpg,92.10539722,109.4032593,104.2288961,2024030766
1709807371018.jpg,75.04112816,116.366538,124.7038355,2024030767
1709808264073.jpg,82.0391283,93.34680653,93.91137791,2024030768
1709808510711.jpg,58.17374611,82.82291698,78.76002979,2024030769
1709808881966.jpg,87.18410969,104.8425617,118.8382893,2024030770
1709809276969.jpg,64.8289547,93.73706722,104.8961878,2024030771
1709809296337.jpg,54.63297462,80.64307785,89.0072031,2024030772
1709809335995.jpg,62.88262844,107.9831543,128.3799009,2024030773
1709809736699.jpg,93.59019566,114.0403776,115.1449785,2024030774
1709809826097.jpg,73.72967434,79.89799118,93.0809803,2024030775
1709809973878.jpg,93.52917004,104.5791035,98.2231226,2024030776
1709810227357.jpg,58.12378502,93.40513611,97.69288826,2024030777
1709810699972.jpg,97.91066742,117.3248768,118.2827177,2024030779
1709810740181.jpg,92.36577606,107.2121716,109.463335,2024030778
1709810891382.jpg,92.4880085,99.33766556,93.27159595,2024030780
1709873648830.jpg,74.92903137,99.8075304,109.1787853,202403081
1709873808377.jpg,55.62530994,80.31257534,83.9408741,202403082
1709874217852.jpg,73.72768593,86.18014622,89.12762356,202403083
1709874468919.jpg,94.62662697,112.7878723,116.7164812,202403085
1709874700500.jpg,83.41206551,109.8899755,117.8226862,202403084
1709874927091.jpg,65.99856949,80.1631918,89.18231106,
1709875075720.jpg,71.86251545,89.05542564,87.64769936,202403087
1709875293898.jpg,83.69377232,100.2187967,103.7299299,202403088
1709875708624.jpg,86.30966282,102.4604082,98.44342995,
1709875713553.jpg,77.23948193,86.73492813,89.10243893,
1709876108905.jpg,77.38741589,92.72790623,93.08782005,2024030812
1709876159521.jpg,73.56358528,90.60073948,104.6092043,
1709876517302.jpg,66.16320133,78.97997475,82.41765881,2024030813
1709876739279.jpg,80.413064,102.3632135,108.4939985,2024030814
1709876987916.jpg,81.09845352,98.04302025,95.46901131,
1709877159092.jpg,76.65101337,99.60445881,103.534874,2024030816
1709877377586.jpg,94.40292931,95.89234352,96.18473721,2024030817
1709877520158.jpg,92.95962429,112.4904232,115.7687006,2024030818
1709877797414.jpg,67.73209953,88.40530014,92.9988966,2024030819
1709878305075.jpg,101.1535988,102.079402,144.5344286,2024030820
1709878885255.jpg,86.96614456,114.4367905,118.2332916,
1709878887946.jpg,78.38541508,94.81894207,95.79365063,2024030823
1709879520498.jpg,62.56022453,99.94345284,113.1949549,2024030825
1709879600546.jpg,52.85442734,86.87675953,92.3433342,2024030826
1709879719440.jpg,103.5595179,119.0870523,125.3423996,2024030827
1709880070639.jpg,78.99799442,88.44277859,90.52488518,2024030829
1709880268486.jpg,67.04361439,100.7430639,132.5971279,
1709880456884.jpg,67.62779236,82.10281849,74.15270615,2024030830
1709880497295.jpg,92.22016811,108.4366703,103.6975746,2024030831
1709881107621.jpg,78.29121494,118.2323503,133.6923418,2024030832
1709881200818.jpg,55.28660202,101.2557764,77.33330822,2024030833
1709881206740.jpg,105.649374,116.0699701,116.2558174,2024030834
1709881593396.jpg,66.78556442,72.5625,85.30509186,
1709881963828.jpg,69.76874161,96.02332401,114.9804964,2024030837
1709882047567.jpg,57.18299961,79.00632191,95.8846674,2024030836
1709882232733.jpg,97.36002731,118.9950829,116.8270054,2024030838
1709882755878.jpg,69.88100147,80.16499519,85.50625515,2024030839
1709882952863.jpg,65.83456326,79.93458748,83.55955124,2024030840
1709883124221.jpg,71.76390076,72.76884842,69.75045872,2024030842
1709883531420.jpg,95.63734913,110.1968927,109.9436235,2024030845
1709883591890.jpg,71.43160725,79.50349712,76.95593452,2024030844
1709884039126.jpg,61.32140541,93.53877068,125.7502546,2024030843
1709884206666.jpg,68.94996548,74.83418274,73.72770214,2024030846
1709884323175.jpg,61.74133492,81.4896698,97.37142086,2024030847
1709884506268.jpg,99.44818401,119.4691601,125.0756483,2024030848
1709885287663.jpg,72.3659687,86.62958336,89.60067558,2024030849
1709885397636.jpg,60.34488297,79.79967499,78.51819611,2024030851
1709885817174.jpg,95.72799587,114.5648985,109.6345863,2024030852
1709885905095.jpg,80.50599957,122.4274683,123.5002384,2024030850
1709885990145.jpg,80.44195557,105.2773457,120.7660294,2024030853
1709886145011.jpg,72.69517517,91.73417091,97.11611462,2024030854
1709886383230.jpg,82.60247517,102.8271217,96.76119995,
1709886777985.jpg,69.18151951,91.503088,101.8934774,2024030857
1709886927392.jpg,69.49941063,96.78295517,105.0727901,2024030856
1709887016248.jpg,98.55292988,116.6796589,116.4038286,
1709887409475.jpg,39.42257214,41.15587044,55.83964443,2024030859
1709887611289.jpg,69.21953106,82.81760883,74.88442326,2024030860
1709888003990.jpg,83.69058132,104.6365309,100.3244743,2024030861
1709892117670.jpg,59.40350437,77.90971279,109.3103094,2024030863
1709892203265.jpg,78.43357468,99.20569897,96.60159969,2024030862
1709892779092.jpg,56.04056168,63.66906261,86.44048977,
1709892829687.jpg,59.42500401,73.34875965,76.67539883,2024030865
1709894239282.jpg,61.42430592,78.77612305,103.320488,2024030866
1709894476287.jpg,88.92161179,100.4377298,110.1528378,2024030867
1709895134798.jpg,82.88044453,90.35864544,116.3835402,2024030868
1709895170482.jpg,79.46175575,105.4130087,116.6478624,2024030869
1709895786439.jpg,67.68693352,70.24884319,66.98687553,2024030871
1709895950625.jpg,72.70990086,92.56371689,95.1515789,2024030872
1709964477486.jpg,74.52761459,92.32216454,97.37427521,202403091
1709964582056.jpg,53.68457031,54.82339382,58.68023205,202403092
1709964999293.jpg,69.60284996,94.69501209,114.5515051,202403093
1709965115157.jpg,69.91673279,83.18655872,93.13043118,202403094
1709965343171.jpg,93.47341061,111.1473112,119.6677914,202403095
1709965765143.jpg,62.56652927,84.94491386,102.4224405,
1709965968495.jpg,103.628231,113.1263695,113.787179,
1709966332209.jpg,78.91548252,104.2464581,116.5376577,202403098
1709966413902.jpg,63.68311214,77.8118782,91.10583973,202403099
1709966736727.jpg,85.2891016,92.19436359,93.11561203,2024030910
1709967179258.jpg,90.42439079,116.8508968,128.0618496,
1709967327539.jpg,71.47501087,98.52701187,111.3758192,2024030912
1709967694800.jpg,95.72399902,117.0136986,135.389101,
1709967927359.jpg,62.26178265,72.87428379,92.38899803,2024030914
1709968221738.jpg,96.03710842,118.2948694,147.30299,2024030915
1709968457155.jpg,65.3994503,88.88246059,106.3952379,2024030916
1709968706619.jpg,78.06878948,103.3466787,117.9144297,2024030917
1709969048186.jpg,76.73051357,106.6616526,129.1362267,2024030918
1709969397617.jpg,44.26799774,50.10478592,64.90184689,
1709969745028.jpg,44.13152981,62.82394886,125.6641731,2024030920
1709969923979.jpg,67.97958565,86.06135559,96.45779324,
1709970332304.jpg,63.7472353,73.87489319,91.72460365,2024030922
1709970443257.jpg,90.70883465,117.9771633,124.2732248,2024030923
1709970995066.jpg,63.13469696,90.84193325,111.0366163,2024030924
1709971021886.jpg,78.94731998,101.7329025,112.1482058,2024030925
1709971532809.jpg,62.96258163,85.13778496,111.531477,2024030926
1709971566113.jpg,74.60818291,106.4594622,117.405755,2024030927
1709972132279.jpg,53.02729797,72.87718487,96.1873827,2024030928
1709972219765.jpg,91.55173111,119.4729147,125.2301464,2024030929
1709972786850.jpg,69.04187393,112.0914831,108.7967424,2024030930
1709972859769.jpg,61.70998001,67.88722324,83.01140976,2024030931
1709973346093.jpg,59.68959522,76.02589417,80.38582993,2024030932
1709973381354.jpg,63.10010052,93.30747509,96.52832794,
1709973594361.jpg,88.58939075,113.7207804,118.6537514,2024030935
1709973730760.jpg,54.8569994,83.57177448,103.2088518,
1709974030131.jpg,60.08794785,91.62942505,99.05610085,2024030936
1709974159410.jpg,63.93313408,91.38506603,96.64292622,2024030937
1709974427541.jpg,71.29008007,126.1994505,146.7217026,2024030938
1709974562169.jpg,65.6776762,89.49754238,98.61449718,2024030939
1709974999116.jpg,48.20296955,86.65237427,72.74171925,2024030940
1709975365488.jpg,67.46061993,93.45529366,113.2709665,2024030942
1709975520922.jpg,73.72070503,107.5023165,101.7131939,2024030943
1709975762633.jpg,68.59390068,106.1303854,113.0063877,
1709976155801.jpg,90.55583668,98.91060448,110.9468403,2024030946
1709976332030.jpg,72.41892338,92.41309452,98.63218307,
1709976370420.jpg,49.85611629,92.06906319,107.6240358,2024030945
1709976659396.jpg,76.18427372,99.2463274,109.13097,2024030948
1709976906603.jpg,70.94040203,79.19116497,91.13366604,2024030949
1709977318561.jpg,82.8316412,106.3512306,115.4532795,2024030952
1709977340302.jpg,32.49811745,63.04024029,61.72690868,2024030953
1709980661849.jpg,38.00515175,58.38269043,66.53908634,
1709980796513.jpg,57.23826408,72.82295799,87.27700901,2024030955
1709981101071.jpg,75.49117947,96.47698879,108.5634251,2024030957
1709981238072.jpg,78.51680851,89.28056908,108.933692,2024030958
1709981383746.jpg,93.53404903,92.29736519,102.1883831,2024030956
1709981689569.jpg,25.40238476,27.3398304,27.57781315,
1709982020583.jpg,74.84662819,97.10257816,108.4109364,
1709982562887.jpg,78.32743168,91.69210911,102.8013859,
1709982566289.jpg,82.88798618,104.1382799,110.1182737,2024030961
1709983265609.jpg,55.4601059,73.14998245,78.45881748,
1709983418161.jpg,80.37181854,94.73355293,98.52932167,2024030965
1709983837912.jpg,72.63641071,71.61824989,81.46939754,2024030967
1709984008089.jpg,41.27203465,43.10883904,54.45169926,2024030968
1709984119277.jpg,100.5839663,95.80332661,117.1857071,2024030966
1709984419318.jpg,85.60605431,103.8678188,132.5973377,
1709985033015.jpg,65.96051884,105.5196934,118.6252003,2024030971
1709985201449.jpg,70.11946201,85.65427399,86.14821911,2024030972
1709985482661.jpg,89.68846416,118.8586378,123.821187,2024030973
1709985663018.jpg,75.62469196,91.04465675,104.1467133,2024030975
1709986019061.jpg,84.80261707,97.93020535,105.3866167,2024030974
1709986285468.jpg,83.95253849,96.46896172,104.4812517,2024030976
1709986658023.jpg,69.00370502,87.02182484,99.94969654,2024030977
1709986848838.jpg,82.19588089,103.1824417,129.4344788,2024030978
1710047650303.jpg,70.66489983,112.5404062,111.6106224,
1710047934357.jpg,64.06660843,92.42550659,91.54902363,
1710048385468.jpg,76.6869669,99.12686348,114.6794872,
1710048620271.jpg,58.63949871,74.42104912,85.57177925,202403103
1710048887109.jpg,80.4354229,87.44787216,83.39731216,202403105
1710049352271.jpg,89.68070126,131.7845287,135.2413797,
1710049698278.jpg,80.77381897,94.7725563,88.30648136,202403107
1710049806296.jpg,75.62890148,99.76311302,130.4027891,
1710050102458.jpg,57.62499809,78.64964485,88.39814758,2024031010
1710050222000.jpg,94.66145992,110.4789877,117.3368444,202403109
1710050487843.jpg,73.0827961,85.06900501,100.0167551,2024031011
1710050883675.jpg,55.12491798,74.54648495,78.1989584,2024031012
1710050901127.jpg,89.43001747,114.2147093,114.3214273,
1710051338900.jpg,81.1577692,115.8522968,111.9843206,
1710051368261.jpg,50.03240013,63.48352528,65.75738716,2024031014
1710051655807.jpg,79.60831165,86.71064472,98.1854744,2024031016
1710051906702.jpg,78.64880371,95.77855015,96.98975277,2024031017
1710052457828.jpg,90.89913082,105.4072351,104.377512,2024031019
1710052570083.jpg,60.85275364,90.02173328,92.24506474,2024031018
1710052786528.jpg,67.10118484,80.29426765,71.31210327,2024031020
1710053210969.jpg,99.89306927,90.68713093,93.71771431,
1710053734677.jpg,65.32911205,75.04623032,80.84669399,
1710053745381.jpg,103.2047586,114.4927597,112.2766857,2024031023
1710054191170.jpg,68.30520821,90.23402309,102.8219337,2024031024
1710054574340.jpg,114.9880466,129.7219963,115.4596663,
1710055021830.jpg,88.08133411,112.5034504,113.7242861,
1710055436993.jpg,91.39243603,106.4079809,114.3655262,2024031029
1710055622804.jpg,80.58882046,137.3112431,146.5423269,2024031030
1710056104740.jpg,75.61723137,106.8849449,113.9107332,2024031031
1710056201843.jpg,85.33940887,92.75393105,91.54351807,2024031032
1710056531425.jpg,105.6015034,115.8765202,108.3022614,2024031033
1710056887488.jpg,71.14259529,84.00213528,95.59967995,2024031034
1710057170061.jpg,78.4524231,106.818119,112.2074604,2024031035
1710057756439.jpg,63.69955635,97.74303627,105.9223499,2024031037
1710058267945.jpg,69.16606045,102.6793699,141.3125429,
1710058947914.jpg,61.56125641,75.69980049,71.84968281,2024031042
1710058969059.jpg,96.51785183,115.389966,127.5055656,
1710059293340.jpg,104.0589466,114.5540543,110.1281958,2024031043
1710059865582.jpg,77.64700603,87.68599319,85.03021526,
1710059895313.jpg,92.71258068,114.6181526,120.439167,2024031045
1710059951744.jpg,81.04310799,89.332798,102.43538,2024031044
1710060139587.jpg,86.92472649,111.6375504,112.9509583,2024031046
1710060445734.jpg,86.7689476,90.47326183,97.41750526,2024031048
1710060742082.jpg,83.53320885,94.27096653,87.00139713,
1710061250184.jpg,54.87477589,61.53497696,74.0722971,2024031050
1710061259531.jpg,78.60904694,99.52983284,91.98112583,2024031055
1710061834756.jpg,55.38477612,70.30821991,75.6796751,2024031052
1710061841836.jpg,56.682621,75.5326786,82.57424545,2024031051
1710062526588.jpg,68.90306282,82.5545454,96.73661804,2024031028
1710062537369.jpg,71.38242531,93.17433071,105.3386927,
1710062668421.jpg,70.11177921,113.283843,139.7409325,
1710063046578.jpg,86.5626812,106.7379074,105.0890245,
1710063212155.jpg,74.60112667,111.7117176,119.0664797,2024031040
1710063535065.jpg,79.05421734,118.1565266,123.663311,2024031057
1710067639670.jpg,58.56289005,72.08410931,109.9915228,2024031058
1710067690446.jpg,82.03547573,95.29834938,100.9501562,2024031059
1710067890093.jpg,72.26158905,86.66756248,86.90528679,2024031060
1710068467579.jpg,50.64338207,63.4659071,99.37816429,2024031061
1710068597327.jpg,67.81952667,86.47070694,101.0689411,
1710068978330.jpg,94.91874504,110.6880741,107.2024813,2024031063
1710069289944.jpg,78.65222359,97.09674931,105.097167,2024031064
1710069554076.jpg,80.968647,98.69458103,115.0437441,
1710070048983.jpg,68.67530346,82.320014,95.65027523,2024031066
1710070195219.jpg,101.6531315,115.6142502,115.7581215,2024031067
1710070516093.jpg,40.52928448,39.6290493,41.25533581,2024031068
1710070785951.jpg,113.9339294,102.6950893,121.1533842,2024031069
1710071296259.jpg,90.17639732,100.5580826,96.67514324,
1710071306258.jpg,84.15778255,111.1452456,113.6558704,2024031070
1710071454555.jpg,71.18991661,83.69160652,89.62647152,2024031071
1710071757726.jpg,108.3709526,120.5410404,115.5602045,2024031073
1710071817611.jpg,83.82465363,99.60322666,94.90335274,
1710072081137.jpg,70.7110405,95.24670315,108.1888704,2024031075
1710072255104.jpg,85.2000618,75.80465984,79.29986858,
1710072468911.jpg,110.036005,138.8769026,138.4542789,2024031077
