Image Name,Average right nail R,Average right nail G,Average right nail B,Blood Sample ID
1709617374918.jpg,104.7953482,157.6839743,146.6559601,202403051
1709617703730.jpg,113.8687735,156.9703789,152.2442427,
1709618658975.jpg,120.5691366,138.2885628,129.5609303,202403056
1709619498294.jpg,118.9225245,157.3221416,150.1831026,
1709620017738.jpg,106.5468111,136.3986816,135.7694511,202403059
1709620482923.jpg,116.7749767,150.1618567,142.0482998,2024030510
1709620997717.jpg,108.9725285,141.3181067,127.626812,
1709621336576.jpg,119.9540939,148.1188412,141.7904348,2024030512
1709621398828.jpg,130.2933788,174.9335079,155.1743755,2024030513
1709622384081.jpg,189.4911404,174.2231846,167.8607759,2024030515
1709622450600.jpg,146.6913824,171.539073,168.0085592,2024030514
1709623030835.jpg,173.3127403,184.6441288,172.214406,2024030516
1709623630933.jpg,177.4871159,184.9265299,169.4673204,2024030517
1709624121407.jpg,154.0071745,184.6905527,181.0709591,2024030519
1709624176391.jpg,96.05612183,81.17657471,70.07550716,2024030518
1709625155249.jpg,199.2254057,186.439105,171.34935,2024030520
1709625560485.jpg,132.4136028,154.6263609,138.8040485,2024030521
1709625695477.jpg,83.53372955,63.10517788,51.3664217,2024030522
1709626272882.jpg,182.3957787,186.6611366,169.7774467,2024030523
1709626757771.jpg,208.122138,205.5955906,188.1550131,2024030524
1709627275580.jpg,188.010107,195.764492,180.0121546,2024030525
1709627557684.jpg,89.14276028,93.86854458,73.54768372,2024030526
1709628056279.jpg,188.9430294,188.3952198,177.1728802,2024030528
1709628231921.jpg,138.7219667,170.2040863,164.2808752,2024030529
1709628983297.jpg,67.55861664,72.71454334,52.99629021,
1709629858074.jpg,182.4537945,191.9131746,169.312623,2024030532
1709630063667.jpg,129.4540863,152.9754868,146.5170641,2024030533
1709630696321.jpg,102.4616613,103.6280813,79.13800526,2024030534
1709630816195.jpg,184.605175,181.9583769,163.4380589,2024030535
1709634325920.jpg,189.2079363,200.2483292,183.7444468,2024030536
1709634792532.jpg,104.7618017,107.5578308,87.06881142,2024030537
1709635011466.jpg,176.3642483,184.3970556,168.0762558,2024030538
1709635416093.jpg,183.6929312,187.0755167,170.5474062,2024030539
1709635654197.jpg,141.3400059,179.672286,175.267746,2024030540
1709635985613.jpg,127.4829817,158.3879662,154.348773,
1709636319092.jpg,97.05247879,95.29190159,75.42278481,
1709636461126.jpg,194.8613052,200.5342855,184.4317551,
1709636926027.jpg,135.8175125,178.8094091,168.8468876,2024030544
1709637558250.jpg,126.9476452,162.7813635,151.3694353,2024030545
1709637756921.jpg,190.9573298,198.9170313,187.1862354,2024030547
1709638398656.jpg,85.6924696,90.1299715,67.63529587,
1709638424302.jpg,185.8443794,192.682682,176.935215,2024030548
1709638555833.jpg,124.5051708,161.1885948,154.8812189,2024030549
1709639482872.jpg,162.6151676,171.6053925,162.1120796,2024030550
1709639787868.jpg,123.9642801,150.997879,150.9519682,2024030551
1709639981572.jpg,76.57338428,103.9222345,83.04216194,2024030552
1709640736974.jpg,197.7831202,196.0311766,191.8508148,2024030554
1709640922586.jpg,125.202611,166.7761784,166.7561388,202403054
1709641895047.jpg,168.3347435,175.610487,159.1568832,2024030557
1709642357991.jpg,179.8991842,170.5105829,167.5628614,2024030559
1709642489695.jpg,96.22455502,127.5625286,133.9521933,2024030560
1709642659433.jpg,170.9460573,182.7129354,171.5055676,
1709643267931.jpg,186.8494349,187.5601892,180.2705708,
1709643657900.jpg,126.8280602,155.9524202,161.197257,2024030565
1709643715482.jpg,29.60885239,49.38771915,34.78651619,2024030564
1709643955450.jpg,167.7706804,170.5390167,161.2497778,2024030566
1709644291360.jpg,98.36970425,140.222888,140.1406202,2024030567
1709700657698.jpg,98.39892483,102.9397736,69.31756973,202403061
1709701000511.jpg,108.2530918,125.4896307,94.69608212,202403062
1709701404030.jpg,113.4692183,122.0933037,96.83175659,202403063
1709701863557.jpg,97.46299076,116.954607,84.68555737,202403064
1709702130515.jpg,83.76651478,95.21527386,62.32953548,
1709702159121.jpg,126.3156977,125.2164373,93.77633381,202403065
1709702513283.jpg,103.4427977,111.2296658,83.65620995,202403067
1709702695601.jpg,88.08908176,102.6941643,60.68401623,202403068
1709703242147.jpg,99.05896854,118.3916235,87.4259119,2024030611
1709703297071.jpg,109.4094553,112.1284046,76.38683414,202403069
1709703713091.jpg,177.3961954,178.4001102,150.6636505,
1709703971420.jpg,91.59601402,100.3876066,69.14485931,2024030613
1709704320678.jpg,118.1294918,128.836421,95.57112217,2024030614
1709704419736.jpg,90.14009762,97.22077751,71.20067692,2024030615
1709704705048.jpg,146.7349777,108.1037092,82.85227108,2024030616
1709704894513.jpg,103.6912003,120.3011312,94.78973961,
1709705117468.jpg,139.6279745,117.9754477,96.35480881,
1709706262427.jpg,104.8901396,104.5961905,67.97054195,2024030619
1709707227986.jpg,72.772892,95.61305809,52.92936993,
1709707485455.jpg,130.1145144,105.4954348,79.54713249,2024030623
1709707663987.jpg,105.0989494,119.1826715,87.96405888,2024030624
1709708075820.jpg,135.6874332,118.2363968,84.92198944,
1709708161413.jpg,88.08525944,102.4171619,75.77988243,2024030627
1709708573764.jpg,123.2121334,106.2391586,77.72936726,2024030626
1709709028248.jpg,88.09220028,103.0518436,78.41441154,2024030630
1709709029152.jpg,188.1485548,202.0900307,191.5061617,2024030629
1709709179659.jpg,98.45038509,113.2319851,78.46266937,2024030628
1709709619290.jpg,139.012434,105.0197134,82.8243885,2024030631
1709709701768.jpg,192.3194723,199.2231789,187.6050577,
1709710019563.jpg,91.08569622,110.8294277,83.48895645,
1709710524730.jpg,193.6810608,197.2634897,181.8841839,2024030636
1709711090772.jpg,100.4791441,109.655529,74.52461338,2024030634
1709711095023.jpg,188.5362692,196.8433619,183.1677999,2024030638
1709711232840.jpg,134.2607632,100.5737677,78.43553448,2024030637
1709711387873.jpg,103.6064034,109.3838205,85.07348633,
1709712076996.jpg,196.2614956,191.4439726,179.2764349,
1709712078759.jpg,94.07279778,114.9576836,87.9541378,2024030639
1709712482367.jpg,95.20442677,102.9689837,62.53617001,2024030641
1709712524897.jpg,123.6875372,120.0037537,92.40127182,
1709712899206.jpg,189.8168192,191.525672,172.3693314,2024030644
1709713102192.jpg,168.045681,192.5671787,176.381032,2024030645
1709713618899.jpg,93.06182575,108.3965187,75.13690567,2024030647
1709713856504.jpg,97.93929958,108.3842039,84.83253193,2024030650
1709713864867.jpg,139.586648,126.746933,97.10450363,2024030648
1709713867396.jpg,173.8194141,183.6923199,164.5622807,2024030649
1709714639400.jpg,189.5141487,198.6391897,179.1715469,2024030651
1709714781809.jpg,120.4734182,127.9620275,97.55160141,
1709715037458.jpg,145.7173309,116.8374529,95.36842823,
1709715053537.jpg,78.47838974,95.76444054,83.22489929,
1709715434218.jpg,91.05843163,105.5290451,81.75951576,2024030655
1709715881856.jpg,90.82415676,110.7827177,83.25208378,2024030656
1709719871549.jpg,68.77703476,81.83052635,57.51452446,2024030657
1709720124730.jpg,133.2500029,123.2782593,101.3280172,2024030652
1709720238381.jpg,95.95466042,111.6374836,80.64354706,2024030658
1709720647227.jpg,91.89410877,121.3664913,73.69165325,2024030659
1709721226292.jpg,82.74500847,98.39678288,65.1051054,2024030661
1709721410757.jpg,177.643939,187.1953516,166.1822491,
1709721547705.jpg,122.6505451,120.3405876,103.1436749,2024030662
1709721668413.jpg,88.28360176,115.6789074,97.01988125,
1709722066625.jpg,74.52850533,95.56914425,60.9162817,2024030668
1709722167262.jpg,81.7339201,108.3476906,76.58775616,
1709722777069.jpg,126.1569967,129.5820112,102.9458313,2024030670
1709722897881.jpg,124.4490385,121.6168489,101.9261665,2024030669
1709723206678.jpg,97.91591835,121.9184742,102.2440681,
1709723752916.jpg,183.3774242,183.1871271,171.4056616,2024030672
1709723915521.jpg,83.20057201,99.89706802,80.34303188,2024030673
1709724444782.jpg,86.73701477,114.4595318,83.48053551,2024030674
1709724463398.jpg,115.1631374,130.1668549,108.6174183,2024030675
1709725057174.jpg,114.725749,121.2215433,84.01675415,2024030676
1709725497306.jpg,88.77027702,112.977273,76.99070454,2024030678
1709725922794.jpg,119.4789057,112.0426455,85.42347336,2024030677
1709725931069.jpg,69.96635723,89.90070438,72.07034969,2024030680
1709726243002.jpg,181.7012739,194.4859104,174.7713079,2024030679
1709726359100.jpg,67.55837631,98.8249464,65.97458267,2024030681
1709726692098.jpg,66.02193546,88.46025372,65.05378342,2024030682
1709788424180.jpg,93.57771683,99.55808735,83.22523785,202403071
1709788816272.jpg,104.4750452,120.7448282,102.6065149,202403073
1709789109878.jpg,97.53833961,99.20019817,78.03870678,202403074
1709789470712.jpg,70.97149181,121.6258507,99.44730949,202403075
1709789476631.jpg,91.72340775,111.75844,80.32673645,202403076
1709789568661.jpg,92.85326958,105.8203125,99.49711704,202403077
1709790116307.jpg,87.07322598,98.13798046,82.04140186,
1709790231382.jpg,90.4385643,105.1697626,84.41502094,2024030710
1709790281614.jpg,94.66851234,110.9836407,87.52906513,202403078
1709790492080.jpg,85.9565134,94.8486557,76.32323265,2024030711
1709790745513.jpg,95.04343605,110.6570616,97.26599503,2024030716
1709790921164.jpg,119.580389,137.0073347,116.6239357,
1709791141427.jpg,91.25570869,111.7843885,93.03760815,2024030713
1709791532782.jpg,83.70822048,98.3049593,82.60740852,
1709791542264.jpg,95.48323917,91.81340313,83.46664524,2024030714
1709791739978.jpg,82.34316158,104.0013475,88.06937599,
1709792080268.jpg,89.91948128,108.2659121,94.74760437,2024030719
1709792108689.jpg,76.04292488,93.87322807,73.3911953,2024030718
1709792697759.jpg,101.5616827,112.4467077,102.6461191,2024030721
1709792753872.jpg,92.41417694,100.0462809,90.79263592,2024030720
1709793075008.jpg,94.96138954,113.8547678,90.81633377,2024030722
1709793178685.jpg,91.86649418,106.7091579,82.45032501,2024030724
1709793369852.jpg,103.2768784,109.6880655,87.44682693,2024030723
1709793732352.jpg,89.97167873,98.90203094,84.57084656,
1709793881980.jpg,79.00398636,92.87293148,84.98526764,2024030726
1709794390243.jpg,98.42840672,100.8651905,81.22141838,2024030729
1709794451041.jpg,84.42350483,98.48726273,78.37343407,2024030727
1709794454933.jpg,91.34565258,96.24763107,83.96538162,2024030728
1709794959069.jpg,99.89081097,116.2973251,101.9562836,2024030731
1709795076038.jpg,73.32347202,84.14250088,81.20403385,2024030730
1709795312517.jpg,129.2891903,142.1744671,135.5178595,2024030734
1709795322859.jpg,102.7365427,110.5365286,91.52981663,2024030733
1709795639474.jpg,68.35143089,79.52263546,63.06851482,2024030735
1709796036555.jpg,99.32776356,109.9112339,88.11513901,
1709796319113.jpg,89.51773071,101.3367691,84.05788422,
1709796395301.jpg,82.23061085,91.08392334,85.97124672,2024030737
1709796658779.jpg,92.83742142,110.9860735,99.35235786,2024030739
1709796821857.jpg,97.98663521,118.2374392,88.91980839,2024030740
1709797188425.jpg,97.99548721,101.9519606,75.80198574,2024030741
1709797511556.jpg,108.5046053,112.2081146,108.89186,2024030742
1709797626947.jpg,121.2692442,125.646554,112.3190203,
1709797817536.jpg,94.78612041,96.16971207,68.45959854,2024030744
1709798207387.jpg,110.5708485,123.755146,107.9711905,2024030745
1709798568756.jpg,92.31823254,106.3937979,82.7399025,2024030748
1709798761748.jpg,91.976758,91.26228523,92.11177349,2024030747
1709798781292.jpg,97.17700863,113.390976,89.37170315,2024030746
1709798976568.jpg,91.11826324,101.6325073,78.65163708,2024030749
1709799457005.jpg,95.76247692,106.6326189,96.4562521,2024030751
1709799573179.jpg,114.0006208,133.8310614,109.9719934,
1709799780426.jpg,104.3912735,110.5446119,96.77433872,2024030752
1709799849098.jpg,123.9996281,121.4188328,121.8275852,2024030750
1709799956552.jpg,96.45189953,106.7191219,84.04497814,2024030754
1709800273022.jpg,110.7533274,121.4012337,105.1042252,2024030755
1709800627135.jpg,112.2069254,118.3760128,100.2009935,2024030756
1709800656184.jpg,105.5773268,121.8156328,107.0249863,2024030758
1709800917321.jpg,85.89429188,84.40114689,70.0442791,2024030757
1709801010787.jpg,139.0354338,143.164896,128.104454,2024030759
1709801328812.jpg,85.90296841,94.92292881,71.55346775,2024030760
1709801504174.jpg,105.713685,113.4249554,90.45273685,2024030761
1709801631614.jpg,109.4317741,112.9942236,87.80050087,2024030762
1709805996044.jpg,94.97402,112.9666767,86.24641418,
1709806151854.jpg,88.01333141,100.1596651,86.25460625,
1709806603193.jpg,76.41963959,92.53485394,75.49070454,2024030765
1709806857417.jpg,88.81747437,97.04102707,71.29251957,2024030766
1709807229898.jpg,107.8247118,126.9544487,117.0228891,2024030767
1709808158048.jpg,138.2930117,152.9572563,153.2046328,2024030768
1709808375636.jpg,97.64221001,115.2111616,85.68650055,2024030769
1709808540824.jpg,74.64401531,94.02387142,88.88805962,2024030770
1709808998593.jpg,110.0208225,115.4870386,112.8329277,2024030771
1709809109525.jpg,88.95063972,101.8239555,84.92007828,2024030772
1709809126797.jpg,90.69592953,102.4097633,75.9696846,2024030773
1709809595724.jpg,117.9795513,126.887763,107.7807961,2024030774
1709809698893.jpg,98.05542183,92.79760265,84.65204334,2024030775
1709809879738.jpg,93.36523151,100.4701872,75.76276588,2024030776
1709810080414.jpg,85.76985645,91.76746178,58.85813618,2024030777
1709810569458.jpg,86.31599617,110.3063412,88.90707588,2024030779
1709810596446.jpg,62.98593712,79.73966503,61.122015,2024030778
1709810659792.jpg,110.2807341,119.39153,101.6174698,2024030780
1709873373442.jpg,124.9517908,127.202878,116.8415804,202403081
1709873635765.jpg,92.36779308,105.8504648,85.36903667,202403082
1709873992407.jpg,81.19752598,86.30526161,67.38055229,202403083
1709874338925.jpg,79.320611,91.41985607,51.67384338,202403085
1709874528761.jpg,80.77852821,78.68949127,70.23446846,202403084
1709874715661.jpg,112.6537752,123.2279377,110.8092308,
1709874912976.jpg,108.0059223,114.0469837,90.26675606,202403087
1709875162456.jpg,118.1529903,121.0419178,113.64569,202403088
1709875546596.jpg,87.27729893,86.65947247,67.80564785,
1709875577478.jpg,91.70646191,93.94696426,58.25321007,
1709875898641.jpg,73.95249653,89.50044632,73.0800705,
1709876002941.jpg,98.50211239,114.9577618,87.95811558,2024030812
1709876381184.jpg,98.05529499,109.3814106,82.4164772,2024030813
1709876569439.jpg,112.5724516,119.4250107,108.3985329,2024030814
1709876872950.jpg,118.5235806,124.4814939,108.0207224,
1709877048410.jpg,94.43854046,102.2433949,69.91390038,2024030816
1709877239941.jpg,104.4444265,130.4094496,111.5372639,2024030817
1709877391323.jpg,111.7208796,108.3243961,93.59505749,2024030818
1709877591003.jpg,93.38505745,105.8736334,82.74347782,2024030819
1709878117750.jpg,79.2820406,91.17621422,49.11725712,2024030820
1709878651809.jpg,96.52180004,106.7857828,84.45141315,
1709878735631.jpg,109.2073517,117.6246214,91.03849506,2024030823
1709879382326.jpg,84.40344524,107.8123026,94.89485741,2024030825
1709879445318.jpg,92.97397137,108.6105919,79.67130756,2024030826
1709879637977.jpg,94.91654301,84.78218937,77.05574131,2024030827
1709879940634.jpg,74.92526817,79.46215534,68.17055225,
1709879968201.jpg,108.787035,98.09755135,80.66354561,2024030829
1709880283979.jpg,100.7590504,110.25103,79.2255888,2024030830
1709880418101.jpg,78.68454456,87.9939394,66.23574257,2024030831
1709880871883.jpg,107.0033531,116.2177153,107.7511082,2024030832
1709881036385.jpg,84.74962997,92.20858479,63.89476681,2024030833
1709881071287.jpg,103.3429708,103.8152838,91.40116501,2024030834
1709881465747.jpg,105.1254616,98.8455677,89.03352737,
1709881732804.jpg,87.56051826,103.5208502,77.10346889,2024030836
1709881808534.jpg,95.7011528,108.208643,82.82769012,2024030837
1709882162809.jpg,83.04867744,80.01384163,67.14646149,2024030838
1709882569783.jpg,104.001297,116.4491673,105.8588705,2024030839
1709882725747.jpg,93.96849251,105.8227024,73.73438644,2024030840
1709883036511.jpg,100.8869619,105.5268116,77.29284763,2024030842
1709883459037.jpg,100.2309961,108.3642693,77.21838284,2024030844
1709883464354.jpg,107.0144148,112.9824686,94.33312893,2024030845
1709883716175.jpg,87.67439651,108.7008228,77.32122517,2024030843
1709884182622.jpg,92.21408939,96.76268196,72.60638809,2024030847
1709884400369.jpg,91.45754719,103.7146645,85.34703445,2024030848
1709885097227.jpg,101.0445204,114.5536461,92.9516077,2024030849
1709885207428.jpg,86.89432907,93.02478123,55.93444347,2024030851
1709885647801.jpg,123.3367624,114.6861229,104.0810623,2024030852
1709885694152.jpg,91.79371929,91.72572613,67.39790154,2024030850
1709885870924.jpg,91.05136108,106.0433512,82.52974701,2024030853
1709885985698.jpg,90.11022949,99.5161972,66.55484962,2024030854
1709886274947.jpg,98.01132393,104.5795612,79.32444191,
1709886658837.jpg,100.564971,105.930789,78.10394859,2024030857
1709886790124.jpg,108.7611418,125.2787619,110.7927608,2024030856
1709886876630.jpg,101.8453217,110.6503029,94.62641907,
1709887247603.jpg,126.6407423,135.3517227,122.6519899,2024030859
1709887522206.jpg,117.3445053,112.0331736,101.4460573,2024030860
1709887929952.jpg,90.97428131,104.8138885,73.75084305,2024030861
1709891889667.jpg,88.56009769,90.91473675,67.99641228,2024030862
1709891990196.jpg,113.1744394,99.76101017,88.41985893,2024030863
1709892456783.jpg,105.1808939,120.4191256,102.6067734,
1709892726709.jpg,109.8443575,115.702651,92.62030125,2024030865
1709894036910.jpg,108.5076246,111.444478,88.22434902,2024030866
1709894258618.jpg,126.9168262,141.7965727,127.0377426,2024030867
1709894902841.jpg,105.2696152,123.7123671,98.52634811,2024030868
1709895037966.jpg,92.15220165,107.2875299,80.78297901,2024030869
1709895687926.jpg,118.420105,125.7968483,92.19600391,2024030871
1709895791346.jpg,91.57986069,97.60327244,72.0303421,2024030872
1709964291638.jpg,85.27140522,92.31034088,73.09022045,202403091
1709964714391.jpg,104.8591967,108.2849426,99.11694145,202403092
1709964867974.jpg,111.8057289,121.5004301,113.4162998,202403093
1709964984023.jpg,82.02063942,95.01015568,78.54949856,202403094
1709965270414.jpg,148.6880751,154.0069227,149.701642,202403095
1709965633520.jpg,80.48292637,87.1348896,72.2078104,
1709965865708.jpg,92.368783,93.78114223,85.56398392,
1709966218110.jpg,135.4910707,138.2402592,136.6336555,202403098
1709966273098.jpg,89.02287197,94.54850101,75.51179218,202403099
1709966667468.jpg,92.34490681,97.48074818,77.32222939,2024030910
1709967059438.jpg,82.13492393,94.60493469,76.87172508,
1709967234159.jpg,89.07789612,94.82110882,79.51962185,2024030912
1709967574950.jpg,128.6961365,131.4535151,128.6022577,
1709967766390.jpg,82.0259161,92.5249157,74.30953407,2024030914
1709968110973.jpg,107.2671804,108.1960459,98.9823246,2024030915
1709968272857.jpg,62.99527645,72.90957642,52.83691311,2024030916
1709968607922.jpg,94.57363415,113.6018505,103.4476748,2024030917
1709968923238.jpg,84.3090744,94.8913765,76.48914814,2024030918
1709969315987.jpg,118.5674381,132.1475391,124.7758141,
1709969592661.jpg,75.76302242,81.46479511,59.98518085,2024030920
1709969809041.jpg,94.69155025,102.5901756,97.73274517,
1709970198913.jpg,98.16685581,105.2375088,92.76145077,2024030922
1709970364150.jpg,100.8795776,112.9197454,102.8666792,2024030923
